식품명,1회제공량,에너지(㎉),단백질(g),지방(g),탄수화물(g),총당류(g)
초코생크림케이크1호,556,1620,21,-,-,133
초코생크림케이크2호,798,2315,31,-,-,190
블루베리하트케이크,619,1970,23,-,-,119
생크림케이크2호A,719,2000,32,-,-,135
생크림케이크3호A,973,2710,42,-,-,183
초코쉬폰2호A,616,2090,26,-,-,123
그린티쉬폰2호A,664,2045,26,-,-,122
블루베리쉬폰2호A,667,2015,25,-,-,168
초코생크림케이크3호,1019,3090,42,-,-,251
요거딸기생크림케이크,717,1930,26,-,-,135
순매직베리케이크,921,2660,32,-,-,99
순매직딸기케이크,1022,2570,24,-,-,141
스윗소원상자,622,1485,23,-,-,117
티라미수 타르트,40,155,3,-,-,8
유자 치즈 케이크,800,2315,42,-,-,164
진한 치즈 & 달콤한 고구마 케이크,79,220,3,-,-,15
클라우드 쉬폰,89,260,6,-,-,21
더블초코마카롱,25,110,1,-,-,9
솔티드카라멜마카롱,25,105,1,-,-,10
행복하면 돼지,542,1630,19,-,-,130
까망쿠키 치즈케이크,80,300,4,-,-,17
쇼콜라갸또(조각),82,285,4,-,-,21
순우유딸기무스(조각),66,155,1,-,-,10
스트로베리 치즈 스퀘어,646,1555,23,-,-,106
골든애플롤,100,355,6,-,-,28
몽블랑 마카롱,23,85,1,-,-,10
티라미수 마카롱,25,100,1,-,-,8
수플레치즈타임,175,519,27,-,-,48
즐거운 초코바나나 케이크,63,225,2,-,-,16
초코 골드 레이어 케이크,58,220,3,-,-,11
촉촉한초코타임,195,913,12,-,-,96
행복한 플라워하트 케이크,55,205,2,-,-,10
스윗마들렌(마들렌),60,72,1,-,-,0
스윗마들렌(레드벨벳마들렌),15,71,1,-,-,0
스윗마들렌(초코마들렌),15,72,1,-,-,0
크림치즈타르트,40,190,3,-,-,6
쁘띠 복숭아 케이크,136,350,5,-,-,32
쁘띠 한라봉&오렌지 케이크,145,355,5,-,-,31
오! 해피 한라봉&오렌지 케이크,75,185,3,-,-,16
클라우드 스트로베리 치즈케이크,77,315,3,-,-,34
쇼콜라 갸또,71,265,3,-,-,15
트윙클 초코별 케이크,71,270,3,-,-,15
더블 초코 스퀘어,67,240,3,-,-,16
러브 브라우니 초코케이크,62,245,3,-,-,14
고구마 케이크 1호,78,180,3,-,-,12
고구마 케이크 2호,77,180,3,-,-,11
고구마 케이크 3호,73,165,3,-,-,11
엔젤 프레즈 쉬폰,73,385,2,-,-,14
모찌모찌 그린티,65,250,3,-,-,13
마카롱 판타지아,56,225,2,-,-,12
케이크속에순우유 (조각),71,205,3,-,-,15
쇼콜라더롤라운드케이크,76,295,4,-,-,17
커피향가득한카페티라미수,69,145,2,-,-,8
정말 진한 순치즈 케이크,74,225,3,-,-,15
티라미수롤,100,330,6,-,-,23
곰돌이와함께하는파티케이크,54,225,2,-,-,14
클래식치즈케이크3호,70,190,4,-,-,12
마스카포네티라미수,72,215,4,-,-,9
아이스박스케이크,72,270,3,-,-,12
케이크속에순우유,79,250,4,-,-,15
고구마티라미스를만나다,77,230,3,-,-,15
클래식녹차케이크(대),62,245,3,-,-,13
사랑을전하는가나슈케익,64,250,6,-,-,16
달콤화이트초코케익3호,66,240,3,-,-,12
순우유딸기무스,77,195,3,-,-,17
스위트러브초코,60,230,2,-,-,14
호두파이,66,275,6,-,-,15
진한초코케이크,67,185,2,-,-,14
생크림케이크5호B,70,195,3,-,-,13
티라미슈B,75,215,3,-,-,16
딸기티라미슈A,73,205,3,-,-,15
클래식치즈케이크1호,78,165,4,-,-,10
생크림케이크 6호B,72,195,3,-,-,13
생크림케이크4호E,73,190,3,-,-,14
"생크림2단케익(5호,3호)",70,220,4,-,-,15
달콤화이트초코케이크5호,71,240,4,-,-,23
러브스트로베리케이크,61,235,2,-,-,14
하트앤하트케이크,47,225,2,-,-,15
러브앤초코케이크,66,250,3,-,-,15
로맨틱홀리데이,68,265,3,-,-,14
클래식녹차케이크,56,285,3,-,-,14
달콤밀크초코케익4호,69,225,3,-,-,14
생크림케이크6호A,72,195,3,-,-,12
생크림케이크5호A,72,190,3,-,-,14
생크림케이크4호C,70,195,3,-,-,12
생크림케이크4호A,70,200,3,-,-,13
다크초코스퀘어,59,225,3,-,-,16
우리쌀케익,55,265,4,-,-,4
카페플라워,73,245,3,-,-,17
천사가전하는달콤초코하트케이크,60,225,3,-,-,17
하트를듬뿍담은쇼콜라스퀘어,71,260,4,-,-,17
초코패밀리케익5호,70,275,4,-,-,18
클래식녹차케이크 피스,60,240,3,-,-,13
정말진한초코케이크피스,85,235,3,-,-,18
고구마케이크(조각),115,315,4,-,-,30
클래식치즈케이크(조각),77,210,5,-,-,14
초코티라미수(조각),85,265,4,-,-,16
마스카포네티라미수피스,73,220,4,-,-,8
6호 3단 웨딩케익,59,240,3,-,-,13
디어마이프린세스,56,230,3,-,-,13
6호 3단 화이트케이크,61,255,3,-,-,16
6호2단화이트케이크(다리포함),60,245,3,-,-,13
6호 2단 화이트케이크,60,245,3,-,-,13
new 6호 3단 화이트케이크(다리포함),64,260,3,-,-,18
5호 2단 초콜릿 케이크,71,260,3,-,-,15
뚜레쥬르 휭거마드레느,13,60,1,-,-,2
바닐라마카롱,17,85,1,-,-,9
패션마카롱,17,70,1,-,-,8
산딸기마카롱,17,75,1,-,-,9
블루베리마카롱,17,70,1,-,-,7
녹차마카롱,17,90,1,-,-,8
초코마카롱,17,85,1,-,-,8
부드럽고촉촉한고구마케이크,75,231,5,-,-,22
부드럽고촉촉한치즈케이크,70,245,4,-,-,18
미니호두파이,110,490,10,-,-,21
녹차카스테라,50,140,3,-,-,18
허니 카스테라,50,140,3,-,-,19
부드러운 카스테라,95,320,11,-,-,30
베이비슈,36,95,1,-,-,4
한컵의부드러움초코쉬폰,60,200,4,-,-,17
한컵의부드러움우유쉬폰,60,205,4,-,-,15
쁘띠치즈머핀,70,290,5,-,-,11
쁘띠초코머핀,70,260,4,-,-,19
휭거마드레느(낱개),13,60,1,-,-,2
리얼브라우니,100,325,5,-,-,28
떠먹는 쁘띠 티라미수,99,325,4,-,-,16
맛있게 뜯어먹는 순우유 쉬폰,62,200,4,-,-,17
BBQ 치킨 치아바타,192,605,19,-,-,8
쉬림프카츠 샌드위치,220,435,13,-,-,7
추억의 옛날토스트,151,390,11,-,-,13
프리미엄 매콤 치킨버거,170,480,17,-,-,2
통밀 크랜베리치킨 샌드위치,130,290,14,-,-,9
단호박 새송이 샌드위치,250,400,10,-,-,10
크랜베리치킨패스트리,204,445,25,-,-,9
치즈어니언치킨샌드위치,123,290,13,-,-,3
단호박 호두강정 샌드위치,128,305,6,-,-,16
통밀 크랜베리치킨 & 단호박 호두강정 샌드위치,129,295,10,-,-,12
단호박 호두강정 & 뉴통밀후레쉬 샌드위치,216,300,8,-,-,13
크랜베리치킨 & 아삭햄치즈 패스트리,208,450,19,-,-,9
베이컨에그브리오쉬,135,355,14,-,-,7
스크램블에그브리오쉬,122,285,10,-,-,6
그릴드 떡갈비 샌드위치,193,295,12,-,-,4
브레드 브륄레,243,653,16,-,-,52
햄치즈 토스트,249,595,31,-,-,13
치킨 클럽 퀘사디아,216,520,18,-,-,14
치킨텐더 밸런스 랩,233,545,16,-,-,4
담백한 프로슈토 샌드위치,176,400,21,-,-,4
신선한 바질페스토 샌드위치,84,240,11,-,-,1
바질치킨 통밀 샌드위치,180,375,12,-,-,12
브리치즈 크라상 샌드위치,101,320,13,-,-,5
싱그러운 치킨텐더 그린 랩,270,500,19,-,-,5
바질페스토마요 스프레드,30,185,0.7,-,-,0.7
비프 불고기 샌드위치,215,435,21,-,-,11
리얼미트 칠리핫도그,145,370,14,-,-,8
몬테 크리스토,237,660,20,-,-,22
프리미엄 크래미샌드위치,226,510,17,-,-,2
로제치킨 밸런스 샌드위치,300,610,23,-,-,14
상큼발랄 밸런스 박스,289,265,9,-,-,15
에그쉬림프 샌드위치,224,485,17,-,-,12
NEW 시그니쳐샌드위치,282,625,25,-,-,21
맛살 프레쉬 샌드위치,252,475,12,-,-,8
감자&맛살 2 IN 1,229,530,11,-,-,7
B.E.L.T 샌드위치,248,385,15,-,-,7
햄&포테이토샐러드 샌드위치,330,735,23,-,-,13
에그& 감자 사라다 샌드위치,160,330,11,-,-,12
통밀 후레쉬 샌드위치,228,455,19,-,-,12
함박미니버거샌드위치,114,270,12,-,-,6
햄치즈&에그샐러드샌드위치,214,450,21,-,-,9
TLJ치킨클럽샌드위치,292,745,23,-,-,9
손보다 빅버거,285,700,24,-,-,19
바베큐 치킨마요 롤피자,220,575,17,-,-,24
치즈가득크로크무슈,140,400,18,-,-,3
핫 오믈렛 라이스머핀,149,280,16,-,-,0.7
든든한 모닝에그토스트,123,280,12,-,-,4
어니언 햄 & 치즈 베이글 샌드위치,183,550,23,-,-,18
베이컨 크랜베리치킨 샐러드,206,325,21,-,-,6
단호박 리코타 과일 샐러드,264,390,6,-,-,23
치킨시저샐러드,210,445,33,-,-,0
흔들어먹는 쉑쉑 타코 샐러드,168,370,9,-,-,5
흔들어먹는 쉑쉑 롤치즈 샐러드,124,210,9,-,-,2
리코타 & 상큼 과일 샐러드,287,380,7,-,-,15
치킨 텐더 샐러드,294,545,18,-,-,12
에너지 밸런스 박스,313,405,13,-,-,17
밸런스 박스,260,380,12,-,-,10
상큼과일치킨샐러드,246,225,8,-,-,13
콥 샐러드,294,470,18,-,-,2
하루한컵 비타민,150,75,1,-,-,11
모닝죽_단팥,130,135,3,-,-,7
모닝죽_단호박,130,75,1,-,-,10
아메리카노,310,10,0.7,-,-,0.7
카페라떼,330,180,5,-,-,12
딸기 스무디,435,285,1,-,-,61
망고 스무디,435,230,0.7,-,-,51
카라멜 마끼아또,320,235,6,-,-,30
캐모마일,340,0,0,-,-,0
복숭아 자두스무디,440,245,1,-,-,55
페퍼민트,340,5,0,-,-,0
아이스 카페라떼,370,110,4,-,-,7
아이스 아메리카노,370,10,0,-,-,0
카푸치노,270,120,6,-,-,8
아이스 카라멜 마끼아또,405,200,5,-,-,29
카페모카,320,335,9,-,-,22
아이스 카페모카,380,230,7,-,-,16
바닐라라떼,340,240,7,-,-,32
아이스 바닐라라떼,390,190,5,-,-,28
자몽에이드,390,180,1,-,-,39
레몬에이드,390,220,0.7,-,-,49
아이스 그린티 라떼,410,185,8,-,-,22
로얄 밀크티 라떼,320,250,8,-,-,27
아이스 로얄 밀크티 라떼,410,170,3,-,-,24
유자레몬티,335,240,0,-,-,55
핫초코,320,360,10,-,-,36
아이스 초코,410,250,6,-,-,28
그린티 라떼,320,300,8,-,-,45
자몽티,320,160,0,-,-,37
복숭아 아이스티,360,135,0,-,-,29
캐모마일 티,310,0,0,-,-,0
페퍼민트 티,310,5,0,-,-,0
잉글리쉬블랙퍼스트 티,310,0,0,-,-,0
뚜레쥬르 바닐라,100,221,3,-,-,22
뚜레쥬르 스트로베리,100,198,3,-,-,17
뚜레쥬르 그린티,100,225,3,-,-,22
요거트 웨이퍼샌드,36,166,2,-,-,13
라즈베리 웨이퍼샌드,36,175,2,-,-,13
통단팥 국화모니카,30,102,2,-,-,5
녹차웨이퍼샌드,9,41,0.4,-,-,4
양갱세트(뚜레쥬르팥맛영양갱),40,130,2,-,-,4
양갱세트(뚜레쥬르고구마맛영양갱),40,125,1,-,-,6
양갱세트(뚜레쥬르밤맛영양갱),40,125,1,-,-,8
디럭스쿠키(화이트버터쿠키),68,330,3,-,-,18
디럭스쿠키(커피디아망쿠키),80,405,8,-,-,12
디럭스쿠키(가나슈쿠키),70,390,6,-,-,11
디럭스쿠키(로터스쿠키),78,390,4,-,-,20
디럭스쿠키(초콜릿칩쿠키),60,315,3,-,-,15
디럭스쿠키(크랜베리쿠키),72,360,4,-,-,37
오색만주세트(녹차),66,210,5,-,-,20
오색만주세트(초코),66,215,5,-,-,20
오색만주세트(애플),66,215,5,-,-,19
오색만주세트(팥),66,210,5,-,-,20
오색만주세트(유자),66,215,5,-,-,17
가나슈쿠키,140,776,12,-,-,21
랑그드샤쿠키세트,100,547,7,-,-,39
우리밀전병세트(우리밀로만든검은깨전병),27,115,2,-,-,11
우리밀전병세트(우리밀로만든땅콩전병),27,119,2,-,-,9
우리밀전병세트(우리밀로만든김맛전병),27,113,2,-,-,10
쿠키컬렉션,100,491,7,-,-,22
쿠키블라썸,100,486,7,-,-,23
모나카 선물세트(백색밤),30,105,1,-,-,7
모나카 선물세트(분홍팥),30,100,2,-,-,5
모나카 선물세트(갈색흑임자),30,105,2,-,-,5
뚜레쥬르 도라야끼(팥도라야끼),60,199,3,-,-,25
뚜레쥬르 도라야끼(호두도라야끼),60,202,4,-,-,24
뚜레쥬르 도라야끼(밤도라야끼),60,199,3,-,-,33
웨이퍼롤 바닐라,125,640,7,-,-,3
웨이퍼롤 초콜릿,125,589,7,-,-,44
쿠키 앤 크림 카라멜,80,393,3,-,-,40
아이스 초코 쿠키샌드,130,190,3,-,-,13
아이스 치즈 쿠키샌드,130,200,3,-,-,18
타블렛 쇼콜라,77,197,2,-,-,20
애니멀 쇼콜라,50,78,1.8,-,-,11
곰돌이 푸_흑당 생크림,553,1765,33,-,-,119
띠띠뽀띠띠뽀 꼬마기차 카스테라,24,74,2,-,-,10
라푼젤 케이크,940,3487,3,-,-,21
띠띠뽀띠띠뽀,585,1040,27,-,-,130
띠띠뽀띠띠뽀 우유듬뿍 치즈케이크,34,110,2,-,-,7
띠띠뽀띠띠뽀 휭거마드레느,260,1215,17,-,-,50
띠띠뽀띠띠뽀 지니휭거마드레느,260,1215,17,-,-,50
띠띠뽀띠띠뽀 디젤휭거마드레느,260,1215,17,-,-,50
띠띠뽀띠띠뽀 휭거마드레느,156,725,10,-,-,30
띠띠뽀 초코스틱,28,159,2,-,-,12
지니 초코스틱,27,151,2,-,-,12
디젤 초코스틱,29,163,2,-,-,12
헬로우 미키미니,435,1549,4,-,-,23
아메리카노 HOT,680,18,0.28,-,-,0.02
꿀아메리카노HOT,680,102.66,0.35,-,-,27.12
카페라떼HOT,567,180.5,9.03,-,-,11.27
카라멜마끼아또HOT,567,250.43,9.03,-,-,28.49
바닐라라떼HOT,567,238.19,9.03,-,-,25.64
카페모카HOT,567,293.88,10.85,-,-,35.66
민트카페모카HOT,567,370.74,10.91,-,-,53.71
카푸치노HOT,567,148.97,7.29,-,-,9.18
티라미수라떼HOT,567,469.49,10.18,-,-,35.43
연유라떼HOT,567,362.92,12.64,-,-,43.49
헤이즐넛아메리카노HOT,680,72.27,0.32,-,-,9.36
바닐라아메리카노HOT,680,75.69,0.28,-,-,14.39
아메리카노ICE,680,18,0.28,-,-,0.02
카페라떼ICE,567,167.5,8.33,-,-,10.37
카라멜마끼아또ICE,567,228.24,6.58,-,-,31.08
바닐라라떼ICE,567,224.92,6.58,-,-,28.18
카페모카ICE,567,212.63,6.47,-,-,30.04
민트카페모카ICE,567,283.5,5.81,-,-,40
큐브라떼ICE,567,292.36,10.58,-,-,31.27
카푸치노ICE,567,135.97,6.58,-,-,8.12
티라미수라떼ICE,567,463.62,7.6,-,-,37.52
꿀아메리카노ICE,680,102.66,0.35,-,-,27.12
헤이즐넛아메리카노ICE,680,90.36,0.33,-,-,12.48
바닐라아메리카노ICE,680,94.92,0.28,-,-,19.18
콜드브루 커피ICE,680,9,0,-,-,0
콜드브루 커피HOT,680,9,0,-,-,0
콜드브루 라떼 ICE,680,121,6,-,-,8
콜드브루 라떼HOT,680,121,6,-,-,8
콜드브루 스톰 ICE,454,213,7,-,-,19
콜드브루 스톰HOT,454,213,7,-,-,19
녹차라떼HOT,567,242,7.5,-,-,28.5
고구마라떼HOT,567,354,7.4,-,-,14.5
로얄밀크티HOT,567,204,8.1,-,-,18.5
민트크림초코HOT,567,379,9,-,-,33
메가초코HOT,567,333,8.3,-,-,31.1
곡물라떼HOT,567,427.98,15.16,-,-,39.16
토피넛라떼,567,379.11,10.03,-,-,35.84
녹차라떼ICE,567,242,7.5,-,-,28.5
고구마라떼ICE,567,344,7.4,-,-,14.5
아이스밀크티ICE,567,145,5.4,-,-,14.5
민트크림초코ICE,567,242,7.5,-,-,28.5
메가초코ICE,567,333,8.3,-,-,31.1
스트로베리큐브라떼,567,379,9,-,-,33
아이스 토피넛라떼,567,379.11,10.03,-,-,35.84
유자차,680,313,0.38,-,-,70.5
레몬티,680,312.51,0.61,-,-,75.37
자몽티,680,295.73,0.65,-,-,67.91
캐모마일,680,0,0,-,-,0.05
페퍼민트,680,0,0,-,-,0
얼그레이,680,0,0,-,-,0
허니자몽블랙티,680,233.13,0.48,-,-,56.82
사과유자차,680,250.4,0.3,-,-,56.4
아이스티,680,54,0,-,-,10.1
허니자몽블랙티,680,234.93,0.51,-,-,57.27
사과유자티,680,254.4,0.6,-,-,57.7
오곡바나나,567,487.2,14.31,-,-,50.28
딸기,567,331.6,1.7,-,-,81.2
딸기바나나,567,537.4,6.01,-,-,102.18
초코바나나,567,419.9,10.22,-,-,94.9
레몬에이드,680,142.83,0.11,-,-,54.45
블루레몬에이드,680,159.95,0.11,-,-,54.93
자몽에이드,680,218.61,0.31,-,-,52.73
체리콕,680,510.46,0,-,-,134.46
메가에이드 레몬+자몽+라임,680,334.14,0.19,-,-,77.97
자몽모히또 (무알콜),680,245.55,0.23,-,-,54.37
청포도모히또(무알콜),680,217.3,0.06,-,-,51.97
라임모히또(무알콜),680,245.55,0.09,-,-,58.87
유니콘매직에이드(핑크),680,151.38,0.05,-,-,55.53
유니콘매직에이드(블루),680,237.44,0.02,-,-,53.02
청포도 에이드,680,221.12,0,-,-,53.4
핫도그,110,320,15,-,-,7
초코무스케익,90,251,8,-,-,29
더블초코칩 쿠키,38,138,2,-,-,10
쿠키프라페,570,695.72,6.68,-,-,66.36
민트프라페,571,418.01,5.33,-,-,31.41
리얼초코프라페,572,391.9,6.47,-,-,75.83
녹차프라페,573,519.36,3.74,-,-,78.47
플레인 퐁크러쉬,574,496.39,8.93,-,-,55.88
딸기 퐁크러쉬,575,496.29,8.97,-,-,54.1
바나나 퐁크러쉬,576,622.06,9.36,-,-,74.45
스트로베리치즈홀릭,577,593.62,9.05,-,-,87.18
유니콘프라페,578,419.23,4.06,-,-,56.32
복숭아스무디,579,301.25,0,-,-,65
자두스무디,580,262.72,0.01,-,-,54.87
커피프라페,581,258.06,1.75,-,-,23.7
치즈케익,90,180,3,-,-,17
딸기요거트스무디ICE,568,396.67,7.16,-,-,76.77
망고요거트스무디ICE,569,379.37,6.45,-,-,68.47
크렌베리아몬드쿠키,38,131,2,-,-,10
모카초코칩 쿠키,38,138,2,-,-,10
카라멜크로넛,70,324,5,-,-,22
플레인요거트스무디ICE,567,492.62,8.81,-,-,92.17
아메리카노,397,10,0,0,2,0
아이스 아메리카노,397,10,0,0,2,0
카페라떼,340,143,11,9,15,10
아이스 카페라떼,397,125,0,6,10,0
카푸치노,397,160,0,8,14,0
아이스 카푸치노,397,111,0,5,9,0
바닐라라떼,397,213,0,8,27,0
아이스 바닐라라떼,397,171,0,6,24,0
카라멜라떼,397,213,0,8,19,0
아이스 카라멜라떼,397,171,0,6,16,0
카페모카,397,321,0,9,49,0
아이스 카페모카,397,279,0,7,19,0
카라멜모카,397,285,0,9,42,0
아이스 카라멜모카,397,243,0,7,39,0
카라멜 마끼아또,397,256,0,9,37,0
아이스 카라멜 마끼아또,397,7,0,34,116,0
콜드브루,397,8,0,0,1,0
아이스 콜드브루,397,8,0,0,1,0
콜드브루라떼,397,154,0,9,12,0
아이스 콜드브루라떼,397,127,0,7,10,0
에스프레소,30,10,0,0,2,0
초코라떼,340,293,0,10,40,0
아이스 초코라떼,340,265,0,9,38,0
녹차라떼,340,288,0,10,40,0
아이스 녹차라떼,340,260,0,9,38,0
검은콩라떼,355,279,0,12,35,0
아이스 검은콩라떼,340,251,0,10,33,0
단호박라떼,355,239,0,10,28,0
아이스 단호박라떼,340,225,0,10,27,0
고구마라떼,340,269,0,9,38,0
아이스 고구마라떼,340,255,0,9,37,0
밤라떼,340,295,0,9,47,0
아이스 밤라떼,340,285,0,8,46,0
민트초코라떼,340,303,0,13,103,0
아이스 민트초코라떼,340,275,0,11,101,0
초코바나나라떼,340,244,0,12,25,0
아이스 초코바나나라떼,340,230,0,11,24,0
아몬드코코넛라떼,340,252,0,13,26,0
아이스 아몬드코코넛라떼,340,238,0,12,25,0
초코베리라떼,355,321,0,9,52,0
아이스 그린티도피오라떼,414,238,0,7,39,0
그린티도피오라떼,16,317,0,9,51,0
오렌지바닐라밀크,355,285,0,12,36,0
냉 미숫가루,397,400,0,9,72,0
코코몬프레소,340,326,0,15,39,0
요거트 스무디,340,339,0,7,62,0
레몬 요거트 스무디,340,382,0,7,74,0
딸기 요거트 스무디,340,372,0,6,71,0
블루베리 요거트 스무디,340,372,0,6,72,0
복숭아 스무디,340,179,0,-,42,0
리얼 과일스무디 망고,414,235,0,5,43,0
리얼 과일스무디 딸기바나나,414,235,0,5,43,0
민트초코 프라페,414,392,0,14,125,0
자바칩 프라페,414,392,0,16,62,0
그린티프라페,414,338,0,7,63,0
쿠앤크 프라페,414,405,0,17,55,0
모카 프라페,414,214,0,4,38,0
카라멜 프라페,414,213,0,4,38,0
쿨러시 배,414,162,0,-,52,0
쿨러시 자두,414,185,0,-,47,0
쿨러시 알로에,414,217,0,-,52,0
코코프레소,397,287,0,13,36,0
파인애플망고스무디,414,165,0,-,49,0
라임민트에이드,397,156,0,-,39,0
한라봉에이드,397,112,0,1,25,0
레몬에이드,340,46,0,-,11,0
과일 에이드 자몽,340,25,0,-,5,0
과일 에이드 청포도,340,42,0,-,10,0
과일 에이드 복숭아,340,90,0,-,21,0
아이스티 레몬,340,60,0,-,16,0
아이스티 복숭아,340,60,0,-,16,0
꿀유자차,340,64,0,-,16,0
꿀자몽차,340,64,0,-,16,0
꿀레몬차,340,71,0,-,17,0
꿀생강차,340,79,0,-,19,0
꿀대추차,340,69,0,-,17,0
꿀모과배차,340,75,0,-,18,0
건강주스 대추꿀잠,340,230,0,-,57,0
건강주스 레몬피부,340,260,0,2,60,0
건강주스 생강면역,340,247,0,1,60,0
건강주스 유자활력,340,227,0,2,52,0
골드키위주스,397,182,0,-,25,0
딸기주스,397,165,0,-,46,0
파인애플 주스,397,193,0,-,50,0
치즈 스틱케이크,50,235,2,15,22,2
초코 스틱케이크,50,201,2,12,20,12
레드벨벳 스틱케이크,30,151,2,10,14,5
캐롯 스틱케이크,50,127,1,7,14,6
코코넛망고 케이크,100,298,4,15,35,27
그린파라다이스 케이크,100,270,5,13,35,31
스윗체리초코 케이크,90,236,4,13,33,30
딸기마니아 케이크,90,249,4,10,36,33
초코무스 케이크,85,272,3,17,27,20
초코티라미수,85,274,4,20,20,18
수플레치즈 케이크,85,233,5,14,21,20
블루베리 요거트 케이크,90,235,2,11,133,23
까망베르크런치 케이크,70,258,2,17,28,12
돌체티라미수,130,356,6,23,30,29
뉴욕치즈 케이크,130,334,6,23,29,27
오레오크림치즈 케이크,110,334,4,21,31,26
당근파운드 케이크,95,334,0,17,41,-
다크초코 롤케익,110,266,5,15,-,27
스윗밀크 롤케익,95,220,5,13,23,23
블루베리 롤케익,110,254,5,13,29,25
블루베리 크레이프 케익,105,236,3,14,27,10
딸기 크레이프 케익,105,234,3,14,26,10
밀크 크레이프 케익,100,225,3,15,24,7
초코스콘,90,514,11,26,58,19
플레인스콘,90,444,6,21,57,15
잉글리쉬머핀,283,283,14,13,29,3
수제 크런치초코쿠키,20,104,1,5,13,5
수제 모카초코칩쿠키,20,81,1,4,9,0
수제 치즈쿠키,20,100,2,4,13,6
초콜릿청크 쿠키,35,160,-,8,12,-
마카다미아넛 쿠키,35,185,2,11,19,11
록키로드 쿠키,35,158,3,10,19,14
건포도 스콘,90,392,5,16,57,24
모카번,80,313,5,11,37,7
마카롱,20,76,-,5,3,-
블루베리머핀,110,114,8,23,44,44
